item_num_display,description_long,on_hand,sold,oh_avail,in_transit,due_maker,total_inventory,prod_line,item_group_id,sbu_id,company,item_num,ele1,ele2,upc_num,intransit1,etadt1,container1,lotnum1,mpq1,intransit2,etadt2,container2,lotnum2,mpq2,intransit3,etadt3,container3,lotnum3,mpq3,duemaker1,availdt1,duemaker2,availdt2,duemaker3,availdt3,collection_group_code
100MASTER,ASSORTMENT 100,0,0,0,0,0,0,FRED,WIN ,CDL,CDL,100MASTER, , ,848322037188,,,,,,,,,,,,,,,,,,,,,,DISC      
101CAMERAS-250-106,SHOWER CURTAINS,0,0,0,0,0,0,NA  ,GEN ,TL ,CDL,101CAMERAS,250,106,,,,,,,,,,,,,,,,,,,,,,,DISC      
104PACKA,104 PACK A,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,104PACKA, , ,848322097014,,,,,,,,,,,,,,,,,,,,,,DISC      
104PACKB,104 PACK B,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,104PACKB, , ,848322097021,,,,,,,,,,,,,,,,,,,,,,DISC      
104PACKC,104 PACK C,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,104PACKC, , ,848322097038,,,,,,,,,,,,,,,,,,,,,,DISC      
104PACKDD,ASST 104 INCH TABLECLOTH - PACK DD,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,104PACKDD, , ,848322097748,,,,,,,,,,,,,,,,,,,,,,IN/OUT    
104PACKEE,ASST 104 INCH TABLECLOTH - PACK EE,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,104PACKEE, , ,848322097755,,,,,,,,,,,,,,,,,,,,,,IN/OUT    
104PACKFF,ASST 104 INCH TABLECLOTH - PACK FF,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,104PACKFF, , ,848322097762,,,,,,,,,,,,,,,,,,,,,,IN/OUT    
1STLOVE-600-206,HE FIRST LOVED US KT 16X26,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,1STLOVE,600,206,,,,,,,,,,,,,,,,,,,,,,,DISC      
201523,LOWES SIDESTACK PDQ,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,201523, , ,,,,,,,,,,,,,,,,,,,,,,,DISC      
201524,LOWES PDQ ARTWORK,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,201524, , ,,,,,,,,,,,,,,,,,,,,,,,DISC      
36MASTER,ASSORTMENT 36,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,36MASTER, , ,848322014127,,,,,,,,,,,,,,,,,,,,,,DISC      
4EVERCNDY-660-207,VDAY PHRASES IN HEARTS ALLOVER 2PK 16X26,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,4EVERCNDY,660,207,,,,,,,,,,,,,,,,,,,,,,,DISC      
4EVERCNDY-660-210,CANDY HEART PHRASES 2PK MINI OVEN MITTS,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,4EVERCNDY,660,210,,,,,,,,,,,,,,,,,,,,,,,DISC      
4PK-PDQ-SET,PRICE SMART 4PK CURTAIN PDQ,0,0,0,0,0,0,PRSM,WIN ,CDL,CDL,4PK-PDQ-SET, , ,848322072240,,,,,,,,,,,,,,,,,,,,,,DISC      
54321,LOWES  54321,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,54321, , ,,,,,,,,,,,,,,,,,,,,,,,DISC      
84PACKA,84 PACK A,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,84PACKA, , ,848322096987,,,,,,,,,,,,,,,,,,,,,,DISC      
84PACKAA,ASST 84 INCH TABLECLOTH - PACK AA,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,84PACKAA, , ,848322097717,,,,,,,,,,,,,,,,,,,,,,IN/OUT    
84PACKB,84 PACK B,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,84PACKB, , ,848322096994,,,,,,,,,,,,,,,,,,,,,,DISC      
84PACKBB,ASST 84 INCH TABLECLOTH - PACK BB,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,84PACKBB, , ,848322097724,,,,,,,,,,,,,,,,,,,,,,IN/OUT    
84PACKC,84 PACK C,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,84PACKC, , ,848322097007,,,,,,,,,,,,,,,,,,,,,,DISC      
84PACKCC,ASST 84 INCH TABLECLOTH - PACK CC,0,3500,-3500,0,0,-3500,BUR ,TAB ,CDL,CDL,84PACKCC, , ,848322097731,,,,,,,,,,,,,,,,,,,,,,IN/OUT    
A-199-027,BH PLEATED VELVET PILLOW 18X18,0,0,0,0,0,0,NA  ,PIL ,CDL,CDL,A,199,027,,,,,,,,,,,,,,,,,,,,,,,DISC      
A97829994,JCP GROUP A WINDOW PANEL,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,A97829994, , ,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-302,ALWAYS AUTUMN NATURAL 60X84,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,302,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-304,ALWAYS AUTUMN NATURAL 60X104,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,304,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-306,ALWAYS AUTUMN NATURAL 60X120,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,306,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-308,ALWAYS AUTUMN NATURAL 70 RD,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,308,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-327,ALWAYS AUTUMN NATURAL S/6 NAPKINS,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,327,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-333,ALWAYS AUTUMN 60/84 TC + 6PC NAP SET,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,333,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-334,ALWAYS AUTUMN 60/104 TC + 8PC NAP SET,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,334,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-335,ALWAYS AUTUMN 60/120 TC + 10PC NAP SET,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,335,,,,,,,,,,,,,,,,,,,,,,,DISC      
AAUTUMN-107-336,ALWAYS AUTUMN 60/140 TC + 12PC NAP SET,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AAUTUMN,107,336,,,,,,,,,,,,,,,,,,,,,,,DISC      
AB-020-120,ARCTIC BREEZE GRAY SHOWER CURTAINS W/ HO,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,AB,020,120,,,,,,,,,,,,,,,,,,,,,,,DISC      
ABACUS-400-069,ABACUS BLUE 12X24,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABACUS,400,069,848322064535,,,,,,,,,,,,,,,,,,,,,,DISC      
ABBEY-200-024,ABBEY PILLOW BROWN 20X20,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBEY,200,024,848322097359,,,,,,,,,,,,,,,,,,,,,,COR       
ABBEY-200-030,ABBEY PILLOW BROWN 18X18,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBEY,200,030,848322097342,,,,,,,,,,,,,,,,,,,,,,COR       
ABBEY-200-035,ABBEY PILLOW BROWN 14X20,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBEY,200,035,848322097366,,,,,,,,,,,,,,,,,,,,,,COR       
ABBEY-200-039,ABBEY PILLOW BROWN 14X24,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBEY,200,039,848322097373,,,,,,,,,,,,,,,,,,,,,,COR       
ABBY-001-030,ABBEY PILLOW BLACK,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBY,001,030,848322097939,,,,,,,,,,,,,,,,,,,,,,COR       
ABBY-020-106,ABBY FAUX SILK SC,20,0,20,0,0,20,ATH ,BAT ,CDL,CDL,ABBY,020,106,848322069295,,,,,,,,,,,,,,,,,,,,,,
ABBY-280-030,ABBEY PILLOW IVORY,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBY,280,030,848322097915,,,,,,,,,,,,,,,,,,,,,,COR       
ABBY-341-030,ABBEY PILLOW OLIVE,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBY,341,030,848322097892,,,,,,,,,,,,,,,,,,,,,,COR       
ABBY-462-030,ABBEY PILLOW SLATE TEAL,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBY,462,030,848322097908,,,,,,,,,,,,,,,,,,,,,,COR       
ABBY-710-030,ABBEY PILLOW GOLD,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABBY,710,030,848322097922,,,,,,,,,,,,,,,,,,,,,,COR       
ABBYCL-001-071,ABBY CIRCLE EMBROIDERED SHAPED PLUSH,0,0,0,0,0,0,ATH ,TOY ,CDL,CDL,ABBYCL,001,071,848322080146,,,,,,,,,,,,,,,,,,,,,,TDY       
ABBYCL-650-105,ABBY CIRCLE RUG,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,ABBYCL,650,105,848322080276,,,,,,,,,,,,,,,,,,,,,,
ABIGAIL-960-302,ABIGAIL BLOOMS 60/84 TABLECLOTH,0,0,0,0,1000,1000,TJX ,TAB ,CDL,CDL,ABIGAIL,960,302,,,,,,,,,,,,,,,,,1000,02/01/2024,,,,,IN/OUT    
ABIGAIL-960-304,ABIGAIL BLOOMS 60/104 TABLECLOTH,0,0,0,0,800,800,TJX ,TAB ,CDL,CDL,ABIGAIL,960,304,,,,,,,,,,,,,,,,,800,02/01/2024,,,,,IN/OUT    
ABIGAIL-960-306,ABIGAIL BLOOMS 60/120 TABLECLOTH,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABIGAIL,960,306,,,,,,,,,,,,,,,,,,,,,,,IN/OUT    
ABIGAIL-960-308,ABIGAIL BLOOMS 70 ROUND,0,0,0,0,600,600,TJX ,TAB ,CDL,CDL,ABIGAIL,960,308,,,,,,,,,,,,,,,,,600,02/01/2024,,,,,IN/OUT    
ABIRTHDAY-104-200,APPLIQUE KT 16X26,0,0,0,0,0,0,NA  ,GEN ,TL ,CDL,ABIRTHDAY,104,200,848322001080,,,,,,,,,,,,,,,,,,,,,,
ABIRTHDAY-450-200,PRINTED VELOUR KT 16X26,0,0,0,0,0,0,NA  ,GEN ,TL ,CDL,ABIRTHDAY,450,200,848322001073,,,,,,,,,,,,,,,,,,,,,,
ABIRTHDAY-450-201,PRINTED POTHOLDER 7.5X8,0,0,0,0,0,0,NA  ,GEN ,TL ,CDL,ABIRTHDAY,450,201,848322001097,,,,,,,,,,,,,,,,,,,,,,
ABIRTHDAY-450-202,PRINTED OVENMITT 7X12.5,0,0,0,0,0,0,NA  ,GEN ,TL ,CDL,ABIRTHDAY,450,202,848322001103,,,,,,,,,,,,,,,,,,,,,,
ABIRTHDAY-450-203,PRINTED APRONS,0,0,0,0,0,0,NA  ,GEN ,TL ,CDL,ABIRTHDAY,450,203,848322001110,,,,,,,,,,,,,,,,,,,,,,
ABLESS-415-206,AUTUM BLESSING 18X28 KT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,ABLESS,415,206,,,,,,,,,,,,,,,,,,,,,,,
ABLLTRLL-020-456,ABELLA TRELLIS GRAY 4 PK 38X84,0,0,0,0,0,0,ROSS,WIN ,CDL,CDL,ABLLTRLL,020,456,,,,,,,,,,,,,,,,,,,,,,,
ABNDFLRY-113-302,ABUNDANT FLURRY TC 60/84,0,0,0,0,0,0,BUR ,TAB ,CDL,CDL,ABNDFLRY,113,302,,,,,,,,,,,,,,,,,,,,,,,DISC      
ABNDFLRY-113-304,ABUNDANT FLURRY TC 60/104,0,0,0,0,0,0,BUR ,TAB ,CDL,CDL,ABNDFLRY,113,304,,,,,,,,,,,,,,,,,,,,,,,DISC      
ABNDFLRY-113-306,ABUNDANT FLURRY TC 60/120,0,0,0,0,0,0,BUR ,TAB ,CDL,CDL,ABNDFLRY,113,306,,,,,,,,,,,,,,,,,,,,,,,DISC      
ABNDNTBTRFLY-960-301,ABUNDANT BUTTERFLY 52/70 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ABNDNTBTRFLY,960,301,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTBTRFLY-960-302,ABUNDANT BUTTERFLY 60/84 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ABNDNTBTRFLY,960,302,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTBTRFLY-960-304,ABUNDANT BUTTERFLY 60/104 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ABNDNTBTRFLY,960,304,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTBTRFLY-960-308,ABUNDANT BUTTERFLY 70RD TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ABNDNTBTRFLY,960,308,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTFLD-960-128,ABUNDANT FIELDS 14PC PEVA SC SET,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ABNDNTFLD,960,128,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTLVS-020-120,ABUNDANT LEAVES 72X72 SC WITH HOOKS,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ABNDNTLVS,020,120,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTLVS-220-120,ABUNDANT LEAVES 72X72 SC WITH HOOKS,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ABNDNTLVS,220,120,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTLVS-410-120,ABUNDANT LEAVES 72X72 SC WITH HOOKS,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ABNDNTLVS,410,120,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTPMP-960-207,ABUNDANT PUMPKINS 2PK 16X26 KT,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,ABNDNTPMP,960,207,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTPMP-960-210,ABUNDANT PUMPKINS 2PK MINI OVEN MITTS,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,ABNDNTPMP,960,210,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTPMPK-960-301,ABUNDANT PUMPKINS  52/70 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ABNDNTPMPK,960,301,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTPMPK-960-302,ABUNDANT PUMPKINS  60/84 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ABNDNTPMPK,960,302,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTPMPK-960-304,ABUNDANT PUMPKINS  60/104 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ABNDNTPMPK,960,304,,,,,,,,,,,,,,,,,,,,,,,
ABNDNTSNFLWR-112-120,ABUNDANT SUNFLOWER 72X72 SC WITH HOOKS,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ABNDNTSNFLWR,112,120,,,,,,,,,,,,,,,,,,,,,,,
ABRNBOW-520-120,ABSTRACT RAINBOW 72X72 SC WITH HOOKS,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ABRNBOW,520,120,,,,,,,,,,,,,,,,,,,,,,,
ABSTRACT-721-106,ABSTRACT POTTERS 72X72 SC WITHOUT HOOKS,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ABSTRACT,721,106,,,,,,,,,,,,,,,,,,,,,,,
ABSTWV-400-030,ABSTRACT WAVES HILO PILLOW,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABSTWV,400,030,848322083857,,,,,,,,,,,,,,,,,,,,,,DISC      
ABSTWV-700-030,ABSTRACT WAVES HILO PILLOW,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ABSTWV,700,030,848322083864,,,,,,,,,,,,,,,,,,,,,,DISC      
ABUNDANTL-302-313,ABUNDANT LEAVES SAGE/GOLD PLACEMATS,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDANTL,302,313,,,,,,,,,,,,,,,,,,,,,,,
ABUNDANTL-602-304,ABUNDANT LEAVES BURGUNDY 60/104,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDANTL,602,304,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-221-302,ABUNDENT LEAVE SPICE/GOLD 60X84,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,221,302,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-221-304,ABUNDENT LEAVE SPICE/GOLD 60X104,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,221,304,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-221-306,ABUNDENT LEAVE SPICE/GOLD 60X120,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,221,306,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-221-308,ABUNDENT LEAVE SPICE/GOLD 70 ROUND,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,221,308,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-221-313,ABUNDENT LEAVE SPICE/GOLD S/4 PLACEMAT,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,221,313,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-221-315,ABUNDENT LEAVE SPICE/GOLD 14X90 RUNNER,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,221,315,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-221-319,ABUNDANT LEAVES SPICE/GOLD 60 RD,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,221,319,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-460-302,ABUNDANT LEAVES TEAL/GOLD 60X84,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,460,302,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-460-304,ABUNDANT LEAVES TEAL/GOLD 60X104,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,460,304,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-460-306,ABUNDANT LEAVES TEAL/GOLD 60X120,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,460,306,,,,,,,,,,,,,,,,,,,,,,,
ABUNDENTL-460-319,ABUNDANT LEAVES TEAL/GOLD 60 RD,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ABUNDENTL,460,319,,,,,,,,,,,,,,,,,,,,,,,
ACACIA-400-120,ACACIA BLUE SC,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ACACIA,400,120,,,,,,,,,,,,,,,,,,,,,,,
ACDNS-020-076,ACCORDION STRIPE TWIN GREY SET,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,ACDNS,020,076,848322071168,,,,,,,,,,,,,,,,,,,,,,8PCBEDDING
ACDNS-020-077,ACCORDION STRIPE FULL GREY SET,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,ACDNS,020,077,848322071175,,,,,,,,,,,,,,,,,,,,,,8PCBEDDING
ACDNS-020-078,ACCORDION STRIPE QUEEN GREY SET,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,ACDNS,020,078,848322071182,,,,,,,,,,,,,,,,,,,,,,8PCBEDDING
ACDNS-020-079,ACCORDION STRIPE KING GREY SET,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,ACDNS,020,079,848322071199,,,,,,,,,,,,,,,,,,,,,,8PCBEDDING
ACE-460-016,ACE 12X18 PILLOW,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ACE,460,016,848322071700,,,,,,,,,,,,,,,,,,,,,,DISC      
ACHILLES-400-106,ACHILLES BLUE SHOWER CURTAIN,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ACHILLES,400,106,,,,,,,,,,,,,,,,,,,,,,,
ACHILLES-441-106,ACHILLE SHOWER CURTAIN,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ACHILLES,441,106,,,,,,,,,,,,,,,,,,,,,,,
ACORN-222-302,ACORN POLKA NATURAL/BRONZE FOIL 60X84,0,0,0,0,0,0,TJX ,GEN ,CDL,CDL,ACORN,222,302,,,,,,,,,,,,,,,,,,,,,,,
ACORN-222-314,ACORN POLKA NATURAL/BRONZE FOIL 14X72 RU,0,0,0,0,0,0,TJX ,GEN ,CDL,CDL,ACORN,222,314,,,,,,,,,,,,,,,,,,,,,,,
ACORNLEAF-200-301,52/70 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNLEAF,200,301,,,,,,,,,,,,,,,,,,,,,,,
ACORNLEAF-200-302,60/84 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNLEAF,200,302,,,,,,,,,,,,,,,,,,,,,,,
ACORNLEAF-200-306,60/120 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNLEAF,200,306,,,,,,,,,,,,,,,,,,,,,,,
ACORNLEAF-200-308,70 RND TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNLEAF,200,308,,,,,,,,,,,,,,,,,,,,,,,
ACORNLEAF-200-310,18X18 NAPKINS,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNLEAF,200,310,,,,,,,,,,,,,,,,,,,,,,,
ACORNLEAF-200-322,60/120 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNLEAF,200,322,,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-300,52/52 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,300,848322000410,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-301,52/70 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,301,848322000427,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-302,60/84 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,302,848322000434,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-304,60/104 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,304,848322000441,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-306,60/120 TBLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,306,848322000519,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-307,60/140 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,307,848322000601,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-308,70/70 RD TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,308,848322000526,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-311,18/18 NAPKINS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,311,848322000533,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-314,14/72 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,314,848322000540,,,,,,,,,,,,,,,,,,,,,,
ACORNPARADE-280-315,14/90 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,ACORNPARADE,280,315,848322000557,,,,,,,,,,,,,,,,,,,,,,
ACRNATMN-220-302,ACORN AUTUMN 60/84 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ACRNATMN,220,302,,,,,,,,,,,,,,,,,,,,,,,
ACRNATMN-220-304,ACORN AUTUMN 60/104 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ACRNATMN,220,304,,,,,,,,,,,,,,,,,,,,,,,
ACRNATMN-220-306,ACORN AUTUMN 60/120 TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ACRNATMN,220,306,,,,,,,,,,,,,,,,,,,,,,,
ACRNATMN-220-308,ACORN AUTUMN 70R TABLECLOTH,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,ACRNATMN,220,308,,,,,,,,,,,,,,,,,,,,,,,
ACRNTSS-410-206,BLUE ACORN 2PK 18X28 KT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,ACRNTSS,410,206,,,,,,,,,,,,,,,,,,,,,,,
ACRNTSS-410-210,BLUE ACORN 2PK MINI OVEN MITTS,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,ACRNTSS,410,210,,,,,,,,,,,,,,,,,,,,,,,
ACRNTSS-410-211,BLUE ACORN 2PK 16X19 DISH DRYING MATTS,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,ACRNTSS,410,211,,,,,,,,,,,,,,,,,,,,,,,
ADDIE-001-106,ADDIE 1PC  SHOWER CURTAIN WITH 12 BUTTON,0,1800,-1800,0,1800,0,ROSS,BAT ,CDL,CDL,ADDIE,001,106,,,,,,,,,,,,,,,,,1800,01/06/2024,,,,,COR       
ADDIE-001-128,ADDIE 14PC PEVA SC SET,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ADDIE,001,128,,,,,,,,,,,,,,,,,,,,,,,
ADDIE-681-106,ADDIE 1PC  SHOWER CURTAIN WITH 12 BUTTON,0,1800,-1800,0,1800,0,ROSS,BAT ,CDL,CDL,ADDIE,681,106,,,,,,,,,,,,,,,,,1800,01/06/2024,,,,,COR       
ADDIE-681-128,ADDIE 14PC PEVA SC SET,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,ADDIE,681,128,,,,,,,,,,,,,,,,,,,,,,,
ADDIE-960-302,ADDIE BLOOMS 60X84 TC,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ADDIE,960,302,,,,,,,,,,,,,,,,,,,,,,,STOCK     
ADDIE-960-304,ADDIE BLOOMS 60X104TC,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ADDIE,960,304,,,,,,,,,,,,,,,,,,,,,,,STOCK     
ADDIE-960-306,ADDIE BLOOMS 60X120 TC,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ADDIE,960,306,,,,,,,,,,,,,,,,,,,,,,,STOCK     
ADDIE-960-308,ADDIE BLOOMS 70RD TC,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,ADDIE,960,308,,,,,,,,,,,,,,,,,,,,,,,STOCK     
ADELINE-400-128,ADELINE  14PC PEVA SC SET,0,0,0,0,40,40,ROSS,BAT ,CDL,CDL,ADELINE,400,128,,,,,,,,,,,,,,,,,40,11/02/2023,,,,,
ADORE-464-030,OH COME LET US ADORE HIM 18X18 PILLOW,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,ADORE,464,030,848322057254,,,,,,,,,,,,,,,,,,,,,,DISC      
ADOREHIM-710-206,COME ADORE HIM KT 16X26,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,ADOREHIM,710,206,,,,,,,,,,,,,,,,,,,,,,,
