item_num_display,description_long,on_hand,sold,oh_avail,in_transit,due_maker,total_inventory,prod_line,item_group_id,sbu_id,company,item_num,ele1,ele2,upc_num,intransit1,etadt1,container1,lotnum1,mpq1,intransit2,etadt2,container2,lotnum2,mpq2,intransit3,etadt3,container3,lotnum3,mpq3,duemaker1,availdt1,duemaker2,availdt2,duemaker3,availdt3,collection_group_code
AURORA-100-401,AURORA WHITE 95 CURTAIN,0,0,0,0,2000,2000,BBB ,WIN ,CDL,CDL,AURORA,100,401,848322076491,,,,,,,,,,,,,,,,2000,03/30/2022,,,,,DISC      
AURORA-100-408,AURORA WHITE 63 CURTAIN,0,0,0,0,0,0,BBB ,WIN ,CDL,CDL,AURORA,100,408,848322076477,,,,,,,,,,,,,,,,,,,,,,DISC      
AURORA-100-412,AURORA WHITE108 CURTAIN,0,0,0,0,0,0,BBB ,WIN ,CDL,CDL,AURORA,100,412,848322076507,,,,,,,,,,,,,,,,,,,,,,DISC      
AURORA-710-302,AURORA 60/84 TABLECLOTH GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AURORA,710,302,848322008126,,,,,,,,,,,,,,,,,,,,,,
AURORA-710-304,AURORA 60/104 TABLECLOTH GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AURORA,710,304,848322008133,,,,,,,,,,,,,,,,,,,,,,
AURORA-710-306,AURORA 60/120 TABLECLOTH GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AURORA,710,306,848322008140,,,,,,,,,,,,,,,,,,,,,,
AURORA-710-311,AURORA NAPKINS GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AURORA,710,311,848322008164,,,,,,,,,,,,,,,,,,,,,,
AURORA-710-313,AURORA PLACEMATS GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AURORA,710,313,848322008157,,,,,,,,,,,,,,,,,,,,,,
AURORA-710-314,AURORA 14/72 RUNNER GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AURORA,710,314,848322008171,,,,,,,,,,,,,,,,,,,,,,
AURORA-710-315,AURORA 14/90 RUNNER GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AURORA,710,315,848322008188,,,,,,,,,,,,,,,,,,,,,,
AUSTIN-541-456,AUSTIN MAUVE 4 PK 38X84,0,0,0,0,0,0,ROSS,WIN ,CDL,CDL,AUSTIN,541,456,,,,,,,,,,,,,,,,,,,,,,,
AUTBRNCH-107-450,AUTUMN BRANCHES 2PK WINDOW,0,0,0,0,0,0,ROSS,WIN ,CDL,CDL,AUTBRNCH,107,450,,,,,,,,,,,,,,,,,,,,,,,
AUTEQNX-221-120,AUTUMN EQUINOX SPICE/GOLD 72X72 SHOWER C,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,AUTEQNX,221,120,,,,,,,,,,,,,,,,,,,,,,,
AUTM-960-302,ALWAYS AUTUMN 60/84 TC,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,AUTM,960,302,848322078730,,,,,,,,,,,,,,,,,,,,,,
AUTM-960-311,ALWAYS AUTUMN NAPKIN S/4,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,AUTM,960,311,848322078723,,,,,,,,,,,,,,,,,,,,,,
AUTM-960-313,ALWAYS AUTUMN MATS S/4,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,AUTM,960,313,848322078716,,,,,,,,,,,,,,,,,,,,,,
AUTM-960-314,ALWAYS AUTUMN 14/72 RUNNER,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,AUTM,960,314,848322078761,,,,,,,,,,,,,,,,,,,,,,
AUTM-960-319,ALWAYS AUTUMN 60RD TC,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,AUTM,960,319,848322078754,,,,,,,,,,,,,,,,,,,,,,
AUTM-960-322,ALWAYS AUTUMN 60/102 TC,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,AUTM,960,322,848322078747,,,,,,,,,,,,,,,,,,,,,,
AUTUMN-ASST-51,AUTUMN ASSORTMENT,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMN,ASST,51,848322007792,,,,,,,,,,,,,,,,,,,,,,
AUTUMN18,AUTUMN IMPRINT ASSORTMENT,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMN18, , ,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNA-960-020,AUTUMN ACORN THROW BLANKET 50X60,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNA,960,020,848322057674,,,,,,,,,,,,,,,,,,,,,,
AUTUMNA-960-206,AUTUMN ACORN 18X28 2PK TOWEL,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,AUTUMNA,960,206,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-300,AUTUMN IMPRINT BRZ 52X52,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,300,848322023914,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-301,AUTUMN IMPRINT BRZ 52X70,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,301,848322023921,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-302,AUTUMN IMPRINT BRZ 60X84,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,302,848322023938,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-303,AUTUMNIMPRINT BRNZE 60X84,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,303,848322023945,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-304,AUTUMNIMPRINT BRNZE 60X104,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,304,848322025604,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-306,AUTUMNIMPRINT BRNZE 60X120,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,306,848322025611,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-311,AUTUMN IMPRINT BRNZ NAPKINS,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,311,848322023969,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-313,AUTUMN IMPRINT BRZ PLACEMATS,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,313,848322025628,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-314,AUTUMN IMPRINT BRNZE RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,314,848322025635,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-315,AUTUMNIMPRINT BRNZ RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,315,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-319,AUTUMN IMPRINT BRZ ROUND,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,319,848322023976,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-222-322,AUTUMN IMPRINT BRZ 60X102,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,222,322,848322023952,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-223-030,AUTUMN IMPRINT COPPER PILLOW,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,223,030,848322024171,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-246-030,AUTUMNIMPRINT BRZTAN PILLOW,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,246,030,848322024164,,,,,,,,,,,,,,,,,,,,,,
AUTUMNIMPRINT-247-030,AUTUMN IMPRINT BRZNAT,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNIMPRINT,247,030,848322024409,,,,,,,,,,,,,,,,,,,,,,
AUTUMNP-221-313,AUTUMNP GOLD FOIL/SPICE GROUND PLACEMATS,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AUTUMNP,221,313,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNP-710-302,AUTUMN PUMPKIN 60X84,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AUTUMNP,710,302,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNP-710-304,AUTUMN PUMPKIN 60X104,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AUTUMNP,710,304,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNP-710-306,AUTUMN PUMPKIN 60X120,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AUTUMNP,710,306,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNP-710-313,AUTUMN PUMPKIN S/4 PLACEMAT,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AUTUMNP,710,313,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNP-710-314,AUTUMN PUMPKIN 14X72 RUNNER,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AUTUMNP,710,314,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNP-710-315,AUTUMN PUMPKIN GOLD RUNNER,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,AUTUMNP,710,315,,,,,,,,,,,,,,,,,,,,,,,
AUTUMNSTRIPE-960-310,AUTUMN STRIPE MULTI,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNSTRIPE,960,310,848322006245,,,,,,,,,,,,,,,,,,,,,,
AUTUMNSTRIPE-960-312,AUTUMN STRIPE MULTI,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNSTRIPE,960,312,848322006238,,,,,,,,,,,,,,,,,,,,,,
AUTUMNSTRIPE-960-314,AUTUMN STRIPE MULTI,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNSTRIPE,960,314,848322006252,,,,,,,,,,,,,,,,,,,,,,
AUTUMNWHISPER-710-310,AUTUMN WHISPER GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNWHISPER,710,310,848322006214,,,,,,,,,,,,,,,,,,,,,,
AUTUMNWHISPER-710-312,AUTUMN WHISPER GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNWHISPER,710,312,848322006115,,,,,,,,,,,,,,,,,,,,,,
AUTUMNWHISPER-710-314,AUTUMN WHISPER GOLD,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AUTUMNWHISPER,710,314,848322006221,,,,,,,,,,,,,,,,,,,,,,
AVA-020-024,AVA FEATHER GREY 20,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,AVA,020,024,848322093801,,,,,,,,,,,,,,,,,,,,,,CORE      
AVA-020-030,AVA FEATHER GREY 18,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,AVA,020,030,848322095409,,,,,,,,,,,,,,,,,,,,,,CORE      
AVA-020-070,AVA FEATHER GREY 24,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,AVA,020,070,848322095447,,,,,,,,,,,,,,,,,,,,,,CORE      
AVA-024-024,AVA FEATHER PLATINUM 20,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,AVA,024,024,848322093818,,,,,,,,,,,,,,,,,,,,,,CORE      
AVA-024-030,AVA FEATHER PLATINUM 18,188,600,-412,0,412,0,ATH ,PIL ,CDL,CDL,AVA,024,030,848322095416,,,,,,,,,,,,,,,,412,10/18/2023,,,,,CORE      
AVA-024-070,AVA FEATHER PLATINUM 24,388,800,-412,0,564,152,ATH ,PIL ,CDL,CDL,AVA,024,070,848322095454,,,,,,,,,,,,,,,,564,10/18/2023,,,,,CORE      
AVA-107-030,AVA FEATHER NATURAL 18,188,600,-412,0,412,0,ATH ,PIL ,CDL,CDL,AVA,107,030,848322095676,,,,,,,,,,,,,,,,412,10/18/2023,,,,,CORE      
AVA-107-070,AVA FEATHER NATURAL 24,288,800,-512,0,564,52,ATH ,PIL ,CDL,CDL,AVA,107,070,848322095683,,,,,,,,,,,,,,,,564,10/18/2023,,,,,CORE      
AVA-450-024,AVA FEATHER SOFT BLUE 20,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,AVA,450,024,848322093825,,,,,,,,,,,,,,,,,,,,,,CORE      
AVA-450-030,AVA FEATHER SOFT BLUE 18,136,600,-464,0,512,48,ATH ,PIL ,CDL,CDL,AVA,450,030,848322095423,,,,,,,,,,,,,,,,512,10/18/2023,,,,,CORE      
AVA-450-070,AVA FEATHER SOFT BLUE 24,288,800,-512,0,564,52,ATH ,PIL ,CDL,CDL,AVA,450,070,848322095461,,,,,,,,,,,,,,,,564,10/18/2023,,,,,CORE      
AVA-710-024,AVA FEATHER GOLD 20,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,AVA,710,024,848322093795,,,,,,,,,,,,,,,,,,,,,,CORE      
AVA-710-030,AVA FEATHER GOLD 18,188,600,-412,0,412,0,ATH ,PIL ,CDL,CDL,AVA,710,030,848322095393,,,,,,,,,,,,,,,,412,10/18/2023,,,,,CORE      
AVA-710-070,AVA FEATHER GOLD 24,88,452,-364,0,364,0,ATH ,PIL ,CDL,CDL,AVA,710,070,848322095430,,,,,,,,,,,,,,,,364,10/18/2023,,,,,CORE      
AVA-710-080,AVA 3PCS FULL/QUEEN QUILT SET,0,0,0,0,0,0,ROSS,BED ,CDL,CDL,AVA,710,080,,,,,,,,,,,,,,,,,,,,,,,
AVA-710-081,AVA 3PCS KING QUILT SET,0,0,0,0,0,0,ROSS,BED ,CDL,CDL,AVA,710,081,,,,,,,,,,,,,,,,,,,,,,,
AVCD-001-211,AVOCADOS 2PK DRY MAT,248,0,248,0,0,248,TJX ,KIT ,CDL,CDL,AVCD,001,211,,,,,,,,,,,,,,,,,,,,,,,
AVCD-300-008,AVOCADO SHEET SET - TWIN,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,AVCD,300,008,848322075012,,,,,,,,,,,,,,,,,,,,,,TDYBED    
AVCD-300-009,AVOCADO SHEET SET - FULL,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,AVCD,300,009,848322075029,,,,,,,,,,,,,,,,,,,,,,TDYBED    
AVCD-300-020,AVOCADO TD THROW,36,0,36,0,0,36,ATH ,BED ,CDL,CDL,AVCD,300,020,,,,,,,,,,,,,,,,,,,,,,,TDYBED    
AVCD-300-071,AVOCADO PLUSH,1320,0,1320,0,3400,4720,ATH ,TOY ,CDL,CDL,AVCD,300,071,848322075364,,,,,,,,,,,,,,,,3400,02/22/2024,,,,,TDY       
AVCD-300-105,AVOCADO BATH MAT,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,AVCD,300,105,848322075289,,,,,,,,,,,,,,,,,,,,,,
AVCD-300-106,AVOCADO ADVENTURE SHOWER CURTAIN,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,AVCD,300,106,848322075166,,,,,,,,,,,,,,,,,,,,,,
AVCDO-300-008,AVOCADO SHEETS TWIN,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,AVCDO,300,008,848322073742,,,,,,,,,,,,,,,,,,,,,,TDYBED    
AVCDO-300-009,AVOCADO SHEETS FULL,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,AVCDO,300,009,848322073759,,,,,,,,,,,,,,,,,,,,,,TDYBED    
AVCDST-300-039,AVOCADO 2PK PILLOW,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,AVCDST,300,039,848322098912,,,,,,,,,,,,,,,,,,,,,,TDY       
AVERY-400-106,AVERY BLUE SHWR CURTAIN,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AVERY,400,106,848322030790,,,,,,,,,,,,,,,,,,,,,,
AVERY-402-106,AVERY INDIGO SHWR CURTAIN,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,AVERY,402,106,848322030806,,,,,,,,,,,,,,,,,,,,,,
AVERYT-021-106,AVERY TILE 72X72 SC W/O HOOKS,0,0,0,0,0,0,TJX ,BAT ,CDL,CDL,AVERYT,021,106,,,,,,,,,,,,,,,,,,,,,,,
AVERYT-107-106,AVERY TILE 72X72 SC W/O HOOKS,0,0,0,0,0,0,TJX ,BAT ,CDL,CDL,AVERYT,107,106,,,,,,,,,,,,,,,,,,,,,,,
AVYTILE-020-210,AVERY TILE 2PK MINI MITT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,AVYTILE,020,210,,,,,,,,,,,,,,,,,,,,,,,STOCK     
AVYTILE-020-211,AVERY TILE 2PK DRY MAT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,AVYTILE,020,211,,,,,,,,,,,,,,,,,,,,,,,STOCK     
AVYTLE-020-206,AVERY TILE GREY 2PK 18X28 KT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,AVYTLE,020,206,,,,,,,,,,,,,,,,,,,,,,,
AVYTLE-020-212,AVERY TILE 3PK 18X28 KT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,AVYTLE,020,212,,,,,,,,,,,,,,,,,,,,,,,STOCK     
AVYTLE-300-206,AVERY TILE GREEN 2PK 18X28 KT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,AVYTLE,300,206,,,,,,,,,,,,,,,,,,,,,,,
AWYS4EVER-650-206,ALWAYS FOREVER 2PK 18X28 KT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,AWYS4EVER,650,206,,,,,,,,,,,,,,,,,,,,,,,
AYNEED-641-207,ALL YOU NEED 2PK 16X26 KITCHEN TOWEL,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,AYNEED,641,207,,,,,,,,,,,,,,,,,,,,,,,
AZLBRZ-061-120,AZALEA BREEZE BLUE/GRAY 72X72,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,AZLBRZ,061,120,,,,,,,,,,,,,,,,,,,,,,,
AZMDLLN-960-301,AZTEC MEDALLION,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,AZMDLLN,960,301,,,,,,,,,,,,,,,,,,,,,,,
AZMDLLN-960-302,AZTEC MEDALLION,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,AZMDLLN,960,302,,,,,,,,,,,,,,,,,,,,,,,
AZMDLLN-960-304,AZTEC MEDALLION,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,AZMDLLN,960,304,,,,,,,,,,,,,,,,,,,,,,,
AZMDLLN-960-308,AZTEC MEDALLION,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,AZMDLLN,960,308,,,,,,,,,,,,,,,,,,,,,,,
AZTCMDLLN-960-106,AZTEC MEDALLION SHOWER CURTAIN,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,AZTCMDLLN,960,106,,,,,,,,,,,,,,,,,,,,,,,
AZTEC-024-106,AZTEC PLAT SHWR CURTAIN,0,0,0,0,0,0,FRED,BAT ,CDL,CDL,AZTEC,024,106,848322037737,,,,,,,,,,,,,,,,,,,,,,
AZTEC-441-207,AZTEC MUG 16X26 KT,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,AZTEC,441,207,,,,,,,,,,,,,,,,,,,,,,,
AZTEC-460-120,AZTEC TEAL SHWR CURTAIN,0,0,0,0,0,0,NA  ,BAT ,CDL,CDL,AZTEC,460,120,,,,,,,,,,,,,,,,,,,,,,,
B97839993,JCP GROUP B WINDOW PANEL,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,B97839993, , ,,,,,,,,,,,,,,,,,,,,,,,
BABYCOLD-960-206,BABY ITS COLD KT 16X26,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,BABYCOLD,960,206,,,,,,,,,,,,,,,,,,,,,,,
BACELONA-600-313,BARCELONA ,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BACELONA,600,313,848322003671,,,,,,,,,,,,,,,,,,,,,,
BAJATL-800-080,BAJA TILEPRINTED QUILT SETFULL/QUEEN,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,BAJATL,800,080,848322088685,,,,,,,,,,,,,,,,,,,,,,DISC      
BAJATL-800-081,BAJA TILEPRINTED QUILT SETKING,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,BAJATL,800,081,848322088692,,,,,,,,,,,,,,,,,,,,,,DISC      
BAJATL-800-084,BAJA TILEPRINTED QUILT SETTWIN,0,0,0,0,0,0,ATH ,BED ,CDL,CDL,BAJATL,800,084,848322088678,,,,,,,,,,,,,,,,,,,,,,DISC      
BAKERY-960-207,BAKERY 2PK 16X26 KT,0,260,-260,0,0,-260,ROSS,KIT ,CDL,CDL,BAKERY,960,207,,,,,,,,,,,,,,,,,,,,,,,
BAKERY-960-210,BAKERY 2PK MINI OVEN MITTS,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,BAKERY,960,210,,,,,,,,,,,,,,,,,,,,,,,
BANANLF-400-035,BANANA LEAF BLUE 14X20,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,BANANLF,400,035,848322062333,,,,,,,,,,,,,,,,,,,,,,DISC      
BANDANA-410-030,BANDANA NAVY PILLOW,0,0,0,0,0,0,BBB ,PIL ,CDL,CDL,BANDANA,410,030,848322034866,,,,,,,,,,,,,,,,,,,,,,DISC      
BANDNA-100-105,BANDANNA BATH RUG,0,0,0,0,0,0,ATH ,GEN ,CDL,CDL,BANDNA,100,105,848322072363,,,,,,,,,,,,,,,,,,,,,,DISC      
BANNA-100-106,BANDANNA EMBOSSED PUCKER SC,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,BANNA,100,106,848322072264,,,,,,,,,,,,,,,,,,,,,,
BANTRPCS-960-301,BANANA TROPICS 52/70 TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,BANTRPCS,960,301,,,,,,,,,,,,,,,,,,,,,,,
BANTRPCS-960-302,BANANA TROPICS 60/84 TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,BANTRPCS,960,302,,,,,,,,,,,,,,,,,,,,,,,
BANTRPCS-960-304,BANANA TROPICS 60/104 TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,BANTRPCS,960,304,,,,,,,,,,,,,,,,,,,,,,,
BANTRPCS-960-308,BANANA TROPICS 70 ROUND TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,BANTRPCS,960,308,,,,,,,,,,,,,,,,,,,,,,,
BARB-040-030,BARB SILVER PILLOW,0,0,0,0,0,0,BBB ,PIL ,CDL,CDL,BARB,040,030,848322034842,,,,,,,,,,,,,,,,,,,,,,DISC      
BARCELON-600-314,14/72 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELON,600,314,848322006429,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-107-302,BARCELONA 60/84 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,107,302,848322003688,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-107-304,BARCELONA 60/104 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,107,304,848322003695,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-107-306,BARCELONA 60/120 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,107,306,848322003701,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-107-311,BARCELONA NAPKINS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,107,311,848322003725,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-107-313,BARCELONA PLACEMATS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,107,313,848322003749,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-107-319,BARCELONA 60RD TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,107,319,848322003718,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-107-320,BARCELONA 13/72 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,107,320,848322003732,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-251-106,SHOWER CURTAIN,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,251,106,848322006474,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-251-311,NAPKINS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,251,311,848322006450,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-251-313,PLACEMATS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,251,313,848322006443,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-251-314,14/72 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,251,314,848322006467,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-300-302,BARCELONA 60/84 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,300,302,848322003473,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-300-304,BARCELONA 60/104 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,300,304,848322003480,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-300-306,BARCELONA 60/120 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,300,306,848322003497,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-300-311,BARCELONA NAPKINS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,300,311,848322003510,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-300-313,BARCELONA PLACEMATS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,300,313,848322003534,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-300-319,BARCELONA 60RD TABLECLOTHS,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,300,319,848322003503,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-300-320,BARCELONA 13/72 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,300,320,848322003527,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-400-302,BARCELONA 60/84 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,400,302,848322003756,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-400-304,BARCELONA 60/104 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,400,304,848322003763,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-400-306,BARCELONA 60/120 TABLECLOTH,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,400,306,848322003770,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-400-311,BARCELONA NAPKINS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,400,311,848322003794,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-400-313,BARCELONA PLACEMATS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,400,313,848322003817,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-400-319,BARCELONA 60RD TABLECLOTHS,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,400,319,848322003787,,,,,,,,,,,,,,,,,,,,,,
BARCELONA-400-320,BARCELONA 72/13 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,BARCELONA,400,320,848322003800,,,,,,,,,,,,,,,,,,,,,,
